SN,YEAR,QTR,MONTH,PROJECT_CODE,PROJECT_NAME,ACCOUNT_NAME,PRACTICE_AREA,BU,BU_ TYPE,REGION_COUNTRY,ENTITY_INDIA_US,TOTAL_RESOURCES,TOTAL_REVENUE,TOTAL_DIRECT_COST,NET_MARGIN,EBIDTA
4071,2023-24,Q4,1/1/2024,SS400342,Software Service -NSE -Client & TM Profiling,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,17.42,46.25,22.32,23.92,23.92
4072,2023-24,Q4,1/1/2024,SS400343,Software Service - PXIL-PRATYAY,DCUW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,26.65,36.40,22.97,13.42,13.42
4073,2023-24,Q4,1/1/2024,SS400344,Software Service -NSE-Solace Onsite Support,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,14.26,12.93,1.32,1.32
4074,2023-24,Q4,1/1/2024,SS400345,Software Service-NSE-Volume Gen. Onsite Support,PMB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,1.00,2.35,0.93,1.42,1.42
4075,2023-24,Q4,1/1/2024,SS400346,Software Service-HDFC Ltd -Managed T&M,GYVI,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,4.00,5.97,2.68,3.28,3.28
4076,2023-24,Q4,1/1/2024,SS400347,Software Service-NSE Indices -Website Mtns & Support,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.40,5.16,2.71,2.45,2.45
4077,2023-24,Q4,1/1/2024,SS400349,Software Service - NSE - PPMS T&M,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,0.00,1.26,0.00,1.26,1.26
4078,2023-24,Q4,1/1/2024,SS400350,Software Service - NSE- Document Management System T&M,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,0.00,1.03,0.00,1.03,1.03
4079,2023-24,Q4,1/1/2024,SS400351,Software Services - Nasdaq-NME,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,1.00,3.63,2.46,1.18,1.18
4080,2023-24,Q4,1/1/2024,SS400352,Software Services -Structural Integrity T&M,ILNB,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,4.00,10.50,8.84,1.66,1.66
4081,2023-24,Q4,1/1/2024,SS400354,Software Service-NSE-Log Aggregator & Security Ana.Platform,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,2.00,3.48,1.27,2.21,2.21
4082,2023-24,Q4,1/1/2024,SS400355,Software Service-NSE-Central Devops,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.00,6.93,1.55,5.39,5.39
4083,2023-24,Q4,1/1/2024,SS400046,Software Services - T&M - NSE - Development,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,165.02,318.99,169.76,149.23,149.23
4084,2023-24,Q4,1/1/2024,SS400249,Software Services - NSE IFSC Gift City Trading Development,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,46.49,54.67,46.94,7.73,7.73
4085,2023-24,Q4,1/1/2024,SS400303,Software Service -NSE-Collateral segregation,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,2.00,3.98,1.94,2.04,2.04
4086,2023-24,Q4,1/1/2024,ST400176,Software Testing - T&M - NSE - BAT,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,5.84,6.68,3.63,3.05,3.05
4087,2023-24,Q4,1/1/2024,ST400204,Software Testing- NSE -Web Testing,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,4.00,7.66,1.97,5.69,5.69
4088,2023-24,Q4,1/1/2024,ST400211,Software Testing-NSE -MF Testing,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,3.71,1.30,2.40,2.40
4089,2023-24,Q4,1/1/2024,DG799999,"Digital Bench- Maternity, Medical and Long Leave",EZOF,Digi Bench,Digital,Bench,IND,NSEIT-IND-SA,10.65,0.00,0.00,-6.45,-6.45
4090,2023-24,Q4,1/1/2024,SS300270,Software Service - Brunei Stock Exchange,SOLW,App Modernisation,Digital,Project,Brunei,NSEIT-IND-SA,3.96,1.41,6.40,-4.99,2.91
4091,2023-24,Q4,1/1/2024,SS400279,Software Services -Nasdaq -OCC,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,31.41,90.14,74.23,15.91,15.91
4092,2023-24,Q4,1/1/2024,SS400289,Software Services -Nasdaq - DGCX,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,0.00,0.00,0.04,-0.04,-0.04
4093,2023-24,Q4,1/1/2024,RP400006,RPA - Edelweiss Tokio -T&M,AQUT,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,1.21,1.02,0.18,0.18
4094,2023-24,Q4,1/1/2024,SD999999,Sales - Digital,EKQX,Digital - SAM,Digital,Sales,IND,NSEIT-IND-SA,22.16,0.00,0.00,0.00,-57.86
4095,2023-24,Q4,1/1/2024,MD999999,Marketing - Digital,GRFP,Digital - SAM,Digital,Marketing,IND,NSEIT-IND-SA,12.32,0.00,0.00,0.00,-42.63
4096,2023-24,Q4,1/1/2024,DG999999,Digi-Support,ALSB,Digi-Support,Digital,Corporate,IND,NSEIT-IND-SA,17.87,0.00,0.00,0.00,-348.87
4097,2023-24,Q4,1/1/2024,SS400300-US,Software Testing -Adi-Worldlink -AWS-Financial Project - US,LGDI,Data & Analytics,Digital,Project,US (Addl),US (Addl),0.00,-0.44,0.00,-0.44,-0.44
4098,2023-24,Q4,1/1/2024,AN400008-US,Analytics  -TE Connectivity ,QYKU,Data & Analytics,Digital,Project,US (Addl),US (Addl),0.00,0.13,0.00,0.13,0.13
4099,2023-24,Q4,1/1/2024,SS400279-US,Software Services -Nasdaq -OCC - US,DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,48.53,0.00,48.53,48.53
4100,2023-24,Q4,1/1/2024,SS400319-US,Software Services - Nasdaq - BOFA,DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,7.99,0.00,7.99,7.99
4101,2023-24,Q4,1/1/2024,SS400335-US,Software Services - Nasdaq-NRTC Development Support,DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,30.40,0.00,30.40,30.40
4102,2023-24,Q4,1/1/2024,SS400351-US,Software Services - Nasdaq-NME,DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,1.96,0.00,1.96,1.96
4103,2023-24,Q4,1/1/2024,SS400352-US,Software Services -Structural Integrity T&M,ILNB,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,5.65,0.00,5.65,5.65
4104,2023-24,Q4,1/1/2024,SS400161-US,Software Services-AVALON-T&M - US,UTHN,PSG-Non NSE,Digital,Project,US (Addl),US (Addl),0.00,-0.25,0.00,-0.25,-0.25
4105,2023-24,Q4,1/1/2024,US Expense,US Expense,EKQX,Digital - SAM,Digital,Sales,US (Addl),US (Addl),0.00,0.00,0.00,0.00,-42.38
4106,2023-24,Q4,2/1/2024,SP100149,Software Products- Huda e-Auctions System,VOZX,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,3.45,11.14,4.75,6.40,6.40
4107,2023-24,Q4,2/1/2024,SP100150,Software Products- HSIDC-e-Auctions System,GFBV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,3.90,0.08,2.91,-2.83,-2.83
4108,2023-24,Q4,2/1/2024,SS500102,Software Service - NSE - CTCL-CRM Support,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,10.00,12.71,7.70,5.01,5.01
4109,2023-24,Q4,2/1/2024,SS500103,Software Service - NSE XBRL -AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.00,4.66,2.16,2.50,2.50
4110,2023-24,Q4,2/1/2024,SS500104,Software Service-NSE-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.20,2.33,1.50,0.83,0.83
4111,2023-24,Q4,2/1/2024,SS500105,Software Service -NSE-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,1.25,0.36,0.89,0.89
4112,2023-24,Q4,2/1/2024,SS500106,Software Services -Tea Board E-Auction Solutions-M,ZWAD,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,11.65,20.32,8.49,11.83,11.83
4113,2023-24,Q4,2/1/2024,SS500107,Software Service - CCIL Nasdaq Market Surveillance System,RYMC,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,13.33,8.76,4.57,4.57
4114,2023-24,Q4,2/1/2024,SS500109,Software Service -South Indian Bank -EnCollect App.AMC,VCYT,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.82,0.55,0.28,0.28
4115,2023-24,Q4,2/1/2024,SS500112,Software Service - NSE XBRL-Misc -AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,7.92,0.00,7.92,7.92
4116,2023-24,Q4,2/1/2024,SS500113,Software Service-NSE_IFSC-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,23.80,1.56,12.49,-10.93,-10.93
4117,2023-24,Q4,2/1/2024,SS300290,Software Service -IRDA -IGMS -Portal Development,ATWW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
4118,2023-24,Q4,2/1/2024,SS300291,Software Service -IRDA -IGMS -AMC / Helpdesk Support,ATWW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.60,0.00,2.85,-2.85,-2.85
4119,2023-24,Q4,2/1/2024,SS300323,Software Service -Indian Bank-Software Implementation,NIML,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,13.80,0.00,15.55,-15.55,-15.55
4120,2023-24,Q4,2/1/2024,SS300328,Software Service -NSE-XBRL - Misc,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,0.00,5.76,-5.76,-5.76
4121,2023-24,Q4,2/1/2024,SS300331,Software Services -Bharat Platform,LOKN,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,18.70,0.00,28.07,-28.07,-28.07
4122,2023-24,Q4,2/1/2024,SS400268,Software Services -Development -Coco Navi,EIXB,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,2.74,1.62,1.12,1.12
4123,2023-24,Q4,2/1/2024,SS400285,Software Service -IIBF CLMS,TEFN,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,5.13,5.69,4.65,1.05,1.05
4124,2023-24,Q4,2/1/2024,SS400287,Software Service -Contract Generation - Production Support,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,4.43,1.90,2.53,2.53
4125,2023-24,Q4,2/1/2024,SS400290,NSE- Solace -Enhanced Support,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,0.00,-172.43,-133.64,-38.79,-38.79
4126,2023-24,Q4,2/1/2024,SS400294,Software Service -NSE-IFSC-Website Dev & Mtns,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,4.00,6.47,4.09,2.38,2.38
4127,2023-24,Q4,2/1/2024,SS400306,Software Service -NSE-Website,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,40.00,58.84,42.61,16.23,16.23
4128,2023-24,Q4,2/1/2024,SS400308,Software Service -NSE-Data Scientist (Surveillance) ,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.16,-0.16,-0.16
4129,2023-24,Q4,2/1/2024,SS400310,Software Service -CCIL-Onsite-T&M,RYMC,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,7.19,16.00,6.50,9.50,9.50
4130,2023-24,Q4,2/1/2024,SS400311,Software Service -NSDL-Qlik Development,TETW,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,2.00,2.89,2.23,0.66,0.66
4131,2023-24,Q4,2/1/2024,SS400312,Software Service -NSE-VGT Load Pumping,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,4.00,7.18,4.09,3.10,3.10
4132,2023-24,Q4,2/1/2024,SS400313,Software Service -IDFC T&M,XGLI,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,4.00,2.92,4.38,-1.46,-1.46
4133,2023-24,Q4,2/1/2024,SS400316,Software Service -Trafigura,LCVW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,21.00,68.32,29.34,38.99,38.99
4134,2023-24,Q4,2/1/2024,SS400317,Software Services - Nasdaq -Market Service Platform,DKVV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,4.40,4.81,-0.41,-0.41
4135,2023-24,Q4,2/1/2024,SS400318,Software Services - Nasdaq -Investor Relations,DKVV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,4.00,10.52,11.49,-0.98,-0.98
4136,2023-24,Q4,2/1/2024,SS400319,Software Services - Nasdaq - BOFA,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,4.00,10.45,5.13,5.32,5.32
4137,2023-24,Q4,2/1/2024,SS400322,Software Services-NSE (BKC)-New Batch ,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,91.10,24.30,39.92,-15.62,-15.62
4138,2023-24,Q4,2/1/2024,SS400323,Software Services-HDFC _Loan linked Insurance Onsite Support,GYVI,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,5.16,8.27,4.38,3.88,3.88
4139,2023-24,Q4,2/1/2024,SS400325,Software Services-NSE DWH PM Office,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,3.44,2.38,1.06,1.06
4140,2023-24,Q4,2/1/2024,SS300275,Software Service - Aujas - Palm Products,QZRU,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
4141,2023-24,Q4,2/1/2024,DM799999,Digital Delivery Management-App Modernisation,UWKL,App Modernisation,Digital,DM,IND,NSEIT-IND-SA,13.64,0.00,0.00,-59.80,-59.80
4142,2023-24,Q4,2/1/2024,DM899999,Digital Delivery Management-Data & Analytics,UWKL,Data & Analytics,Digital,DM,IND,NSEIT-IND-SA,3.00,0.00,0.00,-13.65,-13.65
4143,2023-24,Q4,2/1/2024,PA399999,Practice Bench - App Modernisation,EZOF,App Modernisation,Digital,Bench,IND,NSEIT-IND-SA,6.81,0.00,0.00,-13.67,-13.67
4144,2023-24,Q4,2/1/2024,PA699999,Practice Development  - App Modernisation,RHCC,App Modernisation,Digital,Practice,IND,NSEIT-IND-SA,7.00,0.00,0.00,-22.68,-22.68
4145,2023-24,Q4,2/1/2024,PB399999,Practice Bench -Business Transformation,EZOF,Business Transformation,Digital,Bench,IND,NSEIT-IND-SA,11.69,0.00,0.00,-6.36,-6.36
4146,2023-24,Q4,2/1/2024,PB699999,Practice Development - Business Transformation,RHCC,Business Transformation,Digital,Practice,IND,NSEIT-IND-SA,1.00,0.00,0.00,-4.42,-4.42
4147,2023-24,Q4,2/1/2024,PC699999,Practice Development  - Common,RHCC,Digi Common Practice,Digital,Practice,IND,NSEIT-IND-SA,0.00,0.00,0.00,-35.22,-59.35
4148,2023-24,Q4,2/1/2024,RP300009,RPA - Automation (24 Process ) - NSE,PMB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,2.00,2.50,1.56,0.94,0.94
4149,2023-24,Q4,2/1/2024,RP300013,RPA - Automation -SBI Life,LIB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,2.00,0.00,3.61,-3.61,-3.61
4150,2023-24,Q4,2/1/2024,RP400001,RPA - NSE - Robotic Automation  T&M,PMB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,2.00,3.21,1.00,2.21,2.21
4151,2023-24,Q4,2/1/2024,RP400005,RPA - TATA Aia -T&M,LFIY,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,4.00,11.58,1.55,10.04,10.04
4152,2023-24,Q4,2/1/2024,RP400010,RPA -IDFC First Bank,XSZC,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,6.00,6.68,2.29,4.39,4.39
4153,2023-24,Q4,2/1/2024,RP400011,RPA - SBI Life -T&M,LIB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,5.00,4.25,2.20,2.05,2.05
4154,2023-24,Q4,2/1/2024,SP200002,Software Products - Back Office - Ensettle - Maintenance,CQVA,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.45,4.84,1.45,3.39,3.39
4155,2023-24,Q4,2/1/2024,SP200030,Software Products - Messaging Solutions - Maintenance,CQVA,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,3.15,4.66,2.72,1.93,1.93
4156,2023-24,Q4,2/1/2024,SS300262,Software Service - NSE- Document Management System,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,-0.60,0.60,0.60
4157,2023-24,Q4,2/1/2024,SS300271,Software Service - NSE - PPMS,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.40,0.00,0.40,0.40
4158,2023-24,Q4,2/1/2024,SS300283,Software Services - NSE - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.30,1.60,1.62,-0.02,-0.02
4159,2023-24,Q4,2/1/2024,SS300305,Software Service -NSE-DMS-CSR Portal,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,1.20,-1.20,-1.20
4160,2023-24,Q4,2/1/2024,SS300314,Software Service -NSE-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,2.63,-2.63,-2.63
4161,2023-24,Q4,2/1/2024,AN400001,Analytics -Axis Bank T&M,OEBN,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,3.00,5.87,3.46,2.41,2.41
4162,2023-24,Q4,2/1/2024,AN400004,Analytics  -Kotak Life Insurance T&M,YFSE,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,1.69,0.67,1.02,1.02
4163,2023-24,Q4,2/1/2024,AN400008,Analytics  -TE Connectivity ,QYKU,Data & Analytics,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,1.00,0.00,1.54,-1.54,-1.54
4164,2023-24,Q4,2/1/2024,AN400010,Analytics - HPE Support_T&M,GCJG,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,4.00,6.92,2.78,4.14,4.14
4165,2023-24,Q4,2/1/2024,AN400011,Analytics - M&G_ Support_T&M,XPQW,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,9.00,13.92,8.17,5.75,5.75
4166,2023-24,Q4,2/1/2024,AN400012,Analytics -CCIL_DA_SQL Dev T&M,RYMC,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.79,1.80,1.90,-0.10,-0.10
4167,2023-24,Q4,2/1/2024,AN400013,Analytics- SBI General -Support,LAFS,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,6.00,7.72,4.29,3.44,3.44
4168,2023-24,Q4,2/1/2024,AN400014,Analytics- SBI Life Application Dev.,LIB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,6.00,2.15,3.49,-1.35,-1.35
4169,2023-24,Q4,2/1/2024,AN400015,Analytics- TATA Aia.,LFIY,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,21.00,0.00,14.36,-14.36,-14.36
4170,2023-24,Q4,2/1/2024,PD399999,Practice Bench – Data & Analytics ,EZOF,Data & Analytics,Digital,Bench,IND,NSEIT-IND-SA,7.24,0.00,0.00,-8.22,-8.22
4171,2023-24,Q4,2/1/2024,PD699999,Practice Development -Data & Analytics,RHCC,Data & Analytics,Digital,Practice,IND,NSEIT-IND-SA,3.00,0.00,0.00,-9.92,-9.92
4172,2023-24,Q4,2/1/2024,SS300336,Software Service-HDFC Ergo-NM Claim application,DPBP,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,4.80,3.11,6.40,-3.29,-3.29
4173,2023-24,Q4,2/1/2024,SS300340,Software Services-YUGMA-Development,LDFV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.01,0.00,0.39,-0.39,-0.39
4174,2023-24,Q4,2/1/2024,SS400305,Software Service -NSE-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.45,-2.08,1.64,-3.72,-3.72
4175,2023-24,Q4,2/1/2024,SS400300,Software Services-Adi WorldLink -AWS-Financial Project,LGDI,Data & Analytics,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
4176,2023-24,Q4,2/1/2024,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,1.00,2.66,1.39,1.27,1.27
4177,2023-24,Q4,2/1/2024,SS300341,Software Services -CCIL -Website on Liferay,RYMC,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,17.76,21.20,18.16,3.04,3.04
4178,2023-24,Q4,2/1/2024,SS300342,Software Service-NSE DevOps_McKinsey Squad /Trading ADM ,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,3.00,35.00,1.55,33.45,33.45
4179,2023-24,Q4,2/1/2024,SS300343,Software Service-NSE IFSC -VGT Development,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,-22.80,0.00,-11.79,11.79,11.79
4180,2023-24,Q4,2/1/2024,SS300344,Software Service-Aujas Carrier_IAM_DevSecOps,QZRU,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,0.00,0.40,-0.40,-0.40
4181,2023-24,Q4,2/1/2024,IM300052,IMS - NSE - Stratus MMC Services,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,91.55,70.08,21.47,21.47
4182,2023-24,Q4,2/1/2024,IM300091,IMS- NSE- Co-Location Project,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,62.00,178.04,31.83,146.21,146.21
4183,2023-24,Q4,2/1/2024,IM300161,IMS - NSCCL - Stratus MMC Services,ZCKY,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,3.92,3.73,0.19,0.19
4184,2023-24,Q4,2/1/2024,IM300163,IMS-IRDA-IGMS - Infra & Hosting /DC/DR Services,ATWW,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,1.61,-1.61,-1.61
4185,2023-24,Q4,2/1/2024,IM300164,IMS -IRDA -IGMS -AMC / Helpdesk Support ,ATWW,IMS,Digital,Project,IND,NSEIT-IND-SA,1.50,0.00,0.87,-0.87,-0.87
4186,2023-24,Q4,2/1/2024,IM300174,IMS - CXIO - Business Support Cloud Service,QRMN,IMS,Digital,Project,IND,NSEIT-IND-SA,-10.00,-15.00,-28.04,13.04,13.04
4187,2023-24,Q4,2/1/2024,IM300175,IMS-Indian Bank -Onsite Support,NIML,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,-14.00,0.00,-14.00,-14.00
4188,2023-24,Q4,2/1/2024,IM300176,IMS-HDFC Mutual Fund -AWS Managed Service,YQUZ,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,6.40,-6.40,-6.40
4189,2023-24,Q4,2/1/2024,IM400212,IMS-NSE-BCP,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,83.14,157.01,60.19,96.82,96.82
4190,2023-24,Q4,2/1/2024,IM400215,IMS-NAFED -T&M,LTUH,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.01,-0.01,-0.01
4191,2023-24,Q4,2/1/2024,IM400216,IMS-NSE-Incident Manager,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,3.00,8.27,4.73,3.54,3.54
4192,2023-24,Q4,2/1/2024,IM400218,IMS-NSE-Project Management (PMO),PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,2.00,9.27,1.57,7.70,7.70
4193,2023-24,Q4,2/1/2024,IM400220,IMS-CloudEX-Support Services,QRMN,ISRC,Digital,Project,IND,NSEIT-IND-SA,1.00,0.00,0.61,-0.61,-0.61
4194,2023-24,Q4,2/1/2024,IM400221,IMS-MCX- T&M -IT operation,YRQD,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,-13.84,0.00,-13.84,-13.84
4195,2023-24,Q4,2/1/2024,IM400223,IMS-NSE -Trading OFS Team,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,10.97,49.08,7.56,41.52,41.52
4196,2023-24,Q4,2/1/2024,IM400224,IMS-NSE_Infra & OA Support,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,4.00,8.88,5.84,3.03,3.03
4197,2023-24,Q4,2/1/2024,IM400225,IMS-NSE- BCP_Chennai,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,18.00,18.52,10.70,7.82,7.82
4198,2023-24,Q4,2/1/2024,IM400226,IMS - NSE - Stratus T&M,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,13.00,21.53,12.38,9.16,9.16
4199,2023-24,Q4,2/1/2024,IM400227,IMS-Indian Bank -Onsite Support,NIML,IMS,Digital,Project,IND,NSEIT-IND-SA,15.20,21.68,13.29,8.38,8.38
4200,2023-24,Q4,2/1/2024,IM500101,IMS-HSVPHSIIDCSTP,ZJMY,IMS,Digital,Project,IND,NSEIT-IND-SA,2.00,9.10,4.46,4.65,4.65
4201,2023-24,Q4,2/1/2024,IM500102,IMS -Tea-Board -Migration of Infra/Cloud service,ZWAD,IMS,Digital,Project,IND,NSEIT-IND-SA,3.38,31.17,16.55,14.62,14.62
4202,2023-24,Q4,2/1/2024,IM599999,Practice Bench – IMS,EZOF,IMS,Digital,Bench,IND,NSEIT-IND-SA,0.24,0.00,0.00,-0.71,-0.71
4203,2023-24,Q4,2/1/2024,IC300001,ICS -Aujas Carrier_IAM_DevSecOps ,QZRU,ICS,Digital,Project,IND,NSEIT-IND-SA,3.00,0.00,2.02,-2.02,-2.02
4204,2023-24,Q4,2/1/2024,IC400001,ICS - NSE (BKC) - New Batch,PMB,ICS,Digital,Project,IND,NSEIT-IND-SA,25.00,18.54,8.89,9.65,9.65
4205,2023-24,Q4,2/1/2024,IC400002,ICS - NSE BCP (Chennai)-New Batch,PMB,ICS,Digital,Project,IND,NSEIT-IND-SA,52.34,28.98,17.32,11.67,11.67
4206,2023-24,Q4,2/1/2024,IC400004,ICS - NSE Extranet Revamp,PMB,ICS,Digital,Project,IND,NSEIT-IND-SA,1.00,1.67,0.37,1.31,1.31
4207,2023-24,Q4,2/1/2024,IC400005,ICS - Shapoorji Pallonji,CCNW,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,6.65,5.81,0.84,0.84
4208,2023-24,Q4,2/1/2024,IS300021,ISRC- Bank of India,AMUE,ISRC,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,2.02,-2.02,-2.02
4209,2023-24,Q4,2/1/2024,IS400003,ISRC - NSE,PMB,ISRC,Digital,Project,IND,NSEIT-IND-SA,0.00,45.42,35.45,9.97,9.97
4210,2023-24,Q4,2/1/2024,IS400011,ISRC -Aujas_Business Support Service,QZRU,ISRC,Digital,Project,IND,NSEIT-IND-SA,2.00,7.95,5.27,2.68,2.68
4211,2023-24,Q4,2/1/2024,IS400012,ISRC - CXIO - Business Support Cloud Service,QRMN,ISRC,Digital,Project,IND,NSEIT-IND-SA,11.00,16.50,30.84,-14.34,-14.34
4212,2023-24,Q4,2/1/2024,PI699999,Practice Development – IMS,RHCC,IMS,Digital,Practice,IND,NSEIT-IND-SA,1.00,0.00,0.00,-4.78,-4.78
4213,2023-24,Q4,2/1/2024,SS400224,Software Services - NSE Infotech Gift City -Support Service,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,51.27,82.48,52.44,30.04,30.04
